DIRECTION	COURSE_ID	START / GOAL	SOLUTION_ATTEMPT	LEVEL	PARAMETERS NOT SPLIT	TOTAL TIME (SECONDS)	PROBLEM	OVERALL INTERACITON #	TIME IN SECONDS	PRE_STATE	PRE_CONDITION	POST_CONDITION	ADDED EDGE	POST_STATE	ERROR	GOAL	ACTION	START TIME	END TIME	SERVER TIME	STUDENT_ID
F	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	2	1	"~Y>X,T>S/(~Y>X)&(T>S)"	652	5	467	53	"T>S,Wv(T>S),Z,Z&~W,Z>(~Y>X),~W,~Y>X,~YvT/XvS"	"~Y>X,T>S"	(~Y>X)&(T>S)	"~Y>X->(~Y>X)&(T>S),T>S->(~Y>X)&(T>S),"	"(~Y>X)&(T>S),T>S,Wv(T>S),Z,Z&~W,Z>(~Y>X),~W,~Y>X,~YvT/XvS"	0	0	CONJ	Sun Sep 06 22:01:54 EDT 2009	Sun Sep 06 22:11:53 EDT 2009	Sun Sep 06 22:12:46 EDT 2009	6.68E+13
F	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	2	1		695	5	468	42	"(~Y>X)&(T>S),T>S,Wv(T>S),Z,Z&~W,Z>(~Y>X),~W,~Y>X,~YvT/XvS"	CD-ERROR	CD-ERROR		"(~Y>X)&(T>S),T>S,Wv(T>S),Z,Z&~W,Z>(~Y>X),~W,~Y>X,~YvT/XvS"	10	0	CD	Sun Sep 06 22:02:37 EDT 2009	Sun Sep 06 22:13:30 EDT 2009	Sun Sep 06 22:14:12 EDT 2009	6.68E+13
B	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	2	1	p/XvS	712	5	470	13	"(~Y>X)&(T>S),T>S,Wv(T>S),Z,Z&~W,Z>(~Y>X),~W,~Y>X,~YvT/XvS"	p/XvS	CONJ-ERROR		"(~Y>X)&(T>S),T>S,Wv(T>S),Z,Z&~W,Z>(~Y>X),~W,~Y>X,~YvT/XvS"	19	0	CONJ	Sun Sep 06 22:02:53 EDT 2009	Sun Sep 06 22:14:32 EDT 2009	Sun Sep 06 22:14:45 EDT 2009	6.68E+13
F	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	2	1	"(~Y>X)&(T>S),~YvT/XvS"	818	5	471	105	"(~Y>X)&(T>S),T>S,Wv(T>S),Z,Z&~W,Z>(~Y>X),~W,~Y>X,~YvT/XvS"	"(~Y>X)&(T>S),~YvT"	XvS	"(~Y>X)&(T>S)->XvS,~YvT->XvS,"	"(~Y>X)&(T>S),T>S,Wv(T>S),XvS,Z,Z&~W,Z>(~Y>X),~W,~Y>X,~YvT/XvS"	0	1	CD	Sun Sep 06 22:04:41 EDT 2009	Sun Sep 06 22:16:34 EDT 2009	Sun Sep 06 22:18:19 EDT 2009	6.68E+13
F	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	3	1	Z&~W/Z	6	5	6282	6	"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/XvS"	Z&~W	Z	"Z&~W->Z,"	"Wv(T>S),Z,Z&~W,Z>(~Y>X),~YvT/XvS"	0	0	SIMP	Wed Oct 07 10:44:54 EDT 2009	Wed Oct 07 10:44:54 EDT 2009	Wed Oct 07 10:45:00 EDT 2009	6.68E+13
F	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	3	1	Z&~W/~W	21	5	6283	15	"Wv(T>S),Z,Z&~W,Z>(~Y>X),~YvT/XvS"	Z&~W	~W	"Z&~W->~W,"	"Wv(T>S),Z,Z&~W,Z>(~Y>X),~W,~YvT/XvS"	0	0	SIMP	Wed Oct 07 10:45:09 EDT 2009	Wed Oct 07 10:45:15 EDT 2009	Wed Oct 07 10:45:30 EDT 2009	6.68E+13
F	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	3	1	"Wv(T>S),~W/T>S"	36	5	6284	14	"Wv(T>S),Z,Z&~W,Z>(~Y>X),~W,~YvT/XvS"	"Wv(T>S),~W"	T>S	"Wv(T>S)->T>S,~W->T>S,"	"T>S,Wv(T>S),Z,Z&~W,Z>(~Y>X),~W,~YvT/XvS"	0	0	DS	Wed Oct 07 10:45:24 EDT 2009	Wed Oct 07 10:45:46 EDT 2009	Wed Oct 07 10:46:00 EDT 2009	6.68E+13
F	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	3	1	"Z>(~Y>X),Z/~Y>X"	72	5	6285	35	"T>S,Wv(T>S),Z,Z&~W,Z>(~Y>X),~W,~YvT/XvS"	"Z>(~Y>X),Z"	~Y>X	"Z>(~Y>X)->~Y>X,Z->~Y>X,"	"T>S,Wv(T>S),Z,Z&~W,Z>(~Y>X),~W,~Y>X,~YvT/XvS"	0	0	MP	Wed Oct 07 10:46:00 EDT 2009	Wed Oct 07 10:46:37 EDT 2009	Wed Oct 07 10:47:12 EDT 2009	6.68E+13
F	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	3	1	"~Y>X,T>S/(~Y>X)&(T>S)"	133	5	6286	60	"T>S,Wv(T>S),Z,Z&~W,Z>(~Y>X),~W,~Y>X,~YvT/XvS"	"~Y>X,T>S"	(~Y>X)&(T>S)	"~Y>X->(~Y>X)&(T>S),T>S->(~Y>X)&(T>S),"	"(~Y>X)&(T>S),T>S,Wv(T>S),Z,Z&~W,Z>(~Y>X),~W,~Y>X,~YvT/XvS"	0	0	CONJ	Wed Oct 07 10:47:01 EDT 2009	Wed Oct 07 10:48:14 EDT 2009	Wed Oct 07 10:49:14 EDT 2009	6.68E+13
F	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	3	1	"(~Y>X)&(T>S),~YvT/XvS"	137	5	6287	4	"(~Y>X)&(T>S),T>S,Wv(T>S),Z,Z&~W,Z>(~Y>X),~W,~Y>X,~YvT/XvS"	"(~Y>X)&(T>S),~YvT"	XvS	"(~Y>X)&(T>S)->XvS,~YvT->XvS,"	"(~Y>X)&(T>S),T>S,Wv(T>S),XvS,Z,Z&~W,Z>(~Y>X),~W,~Y>X,~YvT/XvS"	0	1	CD	Wed Oct 07 10:47:05 EDT 2009	Wed Oct 07 10:49:18 EDT 2009	Wed Oct 07 10:49:22 EDT 2009	6.68E+13
F	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	1	1	~YvT/	89	5	9462	89	"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/XvS"	~YvT/	SIMP-ERROR		"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/XvS"	19	0	SIMP	Thu Oct 29 11:22:40 EDT 2009	Thu Oct 29 11:22:40 EDT 2009	Thu Oct 29 11:24:09 EDT 2009	6.77E+15
F	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	1	1	Z&~W/Z	105	5	9463	16	"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/XvS"	Z&~W	Z	"Z&~W->Z,"	"Wv(T>S),Z,Z&~W,Z>(~Y>X),~YvT/XvS"	0	0	SIMP	Thu Oct 29 11:22:41 EDT 2009	Thu Oct 29 11:24:10 EDT 2009	Thu Oct 29 11:24:26 EDT 2009	6.77E+15
F	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	1	1	"Z>(~Y>X),Z/~Y>X"	111	5	9464	5	"Wv(T>S),Z,Z&~W,Z>(~Y>X),~YvT/XvS"	"Z>(~Y>X),Z"	~Y>X	"Z>(~Y>X)->~Y>X,Z->~Y>X,"	"Wv(T>S),Z,Z&~W,Z>(~Y>X),~Y>X,~YvT/XvS"	0	0	MP	Thu Oct 29 11:22:41 EDT 2009	Thu Oct 29 11:24:27 EDT 2009	Thu Oct 29 11:24:32 EDT 2009	6.77E+15
F	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	1	1	"~YvT,~Y>X/"	139	5	9465	27	"Wv(T>S),Z,Z&~W,Z>(~Y>X),~Y>X,~YvT/XvS"	"~YvT,~Y>X/"	MP-ERROR		"Wv(T>S),Z,Z&~W,Z>(~Y>X),~Y>X,~YvT/XvS"	19	0	MP	Thu Oct 29 11:22:41 EDT 2009	Thu Oct 29 11:24:33 EDT 2009	Thu Oct 29 11:25:00 EDT 2009	6.77E+15
F	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	1	1	Wv(T>S)/	216	5	9466	77	"Wv(T>S),Z,Z&~W,Z>(~Y>X),~Y>X,~YvT/XvS"	Wv(T>S)/	SIMP-ERROR		"Wv(T>S),Z,Z&~W,Z>(~Y>X),~Y>X,~YvT/XvS"	19	0	SIMP	Thu Oct 29 11:22:41 EDT 2009	Thu Oct 29 11:25:00 EDT 2009	Thu Oct 29 11:26:17 EDT 2009	6.77E+15
F	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	1	1	"~Y>X,~YvT/"	310	5	9467	93	"Wv(T>S),Z,Z&~W,Z>(~Y>X),~Y>X,~YvT/XvS"	"~Y>X,~YvT/"	CD-ERROR		"Wv(T>S),Z,Z&~W,Z>(~Y>X),~Y>X,~YvT/XvS"	19	0	CD	Thu Oct 29 11:22:41 EDT 2009	Thu Oct 29 11:26:18 EDT 2009	Thu Oct 29 11:27:51 EDT 2009	6.77E+15
F	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	1	1	"Wv(T>S),Z&~W/"	550	5	9468	240	"Wv(T>S),Z,Z&~W,Z>(~Y>X),~Y>X,~YvT/XvS"	"Wv(T>S),Z&~W/"	DS-ERROR		"Wv(T>S),Z,Z&~W,Z>(~Y>X),~Y>X,~YvT/XvS"	19	0	DS	Thu Oct 29 11:22:41 EDT 2009	Thu Oct 29 11:27:51 EDT 2009	Thu Oct 29 11:31:51 EDT 2009	6.77E+15
F	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	1	1	Z&~W/~W	580	5	9469	30	"Wv(T>S),Z,Z&~W,Z>(~Y>X),~Y>X,~YvT/XvS"	Z&~W	~W	"Z&~W->~W,"	"Wv(T>S),Z,Z&~W,Z>(~Y>X),~W,~Y>X,~YvT/XvS"	0	0	SIMP	Thu Oct 29 11:22:41 EDT 2009	Thu Oct 29 11:31:51 EDT 2009	Thu Oct 29 11:32:21 EDT 2009	6.77E+15
F	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	1	1	"Wv(T>S),~W/T>S"	586	5	9470	5	"Wv(T>S),Z,Z&~W,Z>(~Y>X),~W,~Y>X,~YvT/XvS"	"Wv(T>S),~W"	T>S	"Wv(T>S)->T>S,~W->T>S,"	"T>S,Wv(T>S),Z,Z&~W,Z>(~Y>X),~W,~Y>X,~YvT/XvS"	0	0	DS	Thu Oct 29 11:22:41 EDT 2009	Thu Oct 29 11:32:22 EDT 2009	Thu Oct 29 11:32:27 EDT 2009	6.77E+15
F	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	1	1	"T>S,~Y>X/"	649	5	9471	62	"T>S,Wv(T>S),Z,Z&~W,Z>(~Y>X),~W,~Y>X,~YvT/XvS"	"T>S,~Y>X/"	HS-ERROR		"T>S,Wv(T>S),Z,Z&~W,Z>(~Y>X),~W,~Y>X,~YvT/XvS"	19	0	HS	Thu Oct 29 11:22:41 EDT 2009	Thu Oct 29 11:32:28 EDT 2009	Thu Oct 29 11:33:30 EDT 2009	6.77E+15
F	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	1	1	"T>S,~Y>X/(T>S)&(~Y>X)"	659	5	9472	10	"T>S,Wv(T>S),Z,Z&~W,Z>(~Y>X),~W,~Y>X,~YvT/XvS"	"T>S,~Y>X"	(T>S)&(~Y>X)	"T>S->(T>S)&(~Y>X),~Y>X->(T>S)&(~Y>X),"	"(T>S)&(~Y>X),T>S,Wv(T>S),Z,Z&~W,Z>(~Y>X),~W,~Y>X,~YvT/XvS"	0	0	CONJ	Thu Oct 29 11:22:41 EDT 2009	Thu Oct 29 11:33:30 EDT 2009	Thu Oct 29 11:33:40 EDT 2009	6.77E+15
F	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	1	1	"(T>S)&(~Y>X),~YvT/"	672	5	9473	13	"(T>S)&(~Y>X),T>S,Wv(T>S),Z,Z&~W,Z>(~Y>X),~W,~Y>X,~YvT/XvS"	"(T>S)&(~Y>X),~YvT/"	CD-ERROR		"(T>S)&(~Y>X),T>S,Wv(T>S),Z,Z&~W,Z>(~Y>X),~W,~Y>X,~YvT/XvS"	19	0	CD	Thu Oct 29 11:22:41 EDT 2009	Thu Oct 29 11:33:40 EDT 2009	Thu Oct 29 11:33:53 EDT 2009	6.77E+15
F	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	1	1	~YvT/Tv~W	729	5	9474	56	"(T>S)&(~Y>X),T>S,Wv(T>S),Z,Z&~W,Z>(~Y>X),~W,~Y>X,~YvT/XvS"	~YvT/Tv~W	COM-ERROR		"(T>S)&(~Y>X),T>S,Wv(T>S),Z,Z&~W,Z>(~Y>X),~W,~Y>X,~YvT/XvS"	19	0	COM	Thu Oct 29 11:22:41 EDT 2009	Thu Oct 29 11:33:54 EDT 2009	Thu Oct 29 11:34:50 EDT 2009	6.77E+15
F	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	1	1	~YvT/Tv~Y	740	5	9475	10	"(T>S)&(~Y>X),T>S,Wv(T>S),Z,Z&~W,Z>(~Y>X),~W,~Y>X,~YvT/XvS"	~YvT	Tv~Y	"~YvT->Tv~Y,"	"(T>S)&(~Y>X),T>S,Tv~Y,Wv(T>S),Z,Z&~W,Z>(~Y>X),~W,~Y>X,~YvT/XvS"	0	0	COM	Thu Oct 29 11:22:41 EDT 2009	Thu Oct 29 11:34:51 EDT 2009	Thu Oct 29 11:35:01 EDT 2009	6.77E+15
F	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	1	1	"(T>S)&(~Y>X),Tv~Y/SvX"	743	5	9476	3	"(T>S)&(~Y>X),T>S,Tv~Y,Wv(T>S),Z,Z&~W,Z>(~Y>X),~W,~Y>X,~YvT/XvS"	"(T>S)&(~Y>X),Tv~Y"	SvX	"(T>S)&(~Y>X)->SvX,Tv~Y->SvX,"	"(T>S)&(~Y>X),SvX,T>S,Tv~Y,Wv(T>S),Z,Z&~W,Z>(~Y>X),~W,~Y>X,~YvT/XvS"	0	0	CD	Thu Oct 29 11:22:41 EDT 2009	Thu Oct 29 11:35:01 EDT 2009	Thu Oct 29 11:35:04 EDT 2009	6.77E+15
F	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	1	1	SvX/XvS	752	5	9477	9	"(T>S)&(~Y>X),SvX,T>S,Tv~Y,Wv(T>S),Z,Z&~W,Z>(~Y>X),~W,~Y>X,~YvT/XvS"	SvX	XvS	"SvX->XvS,"	"(T>S)&(~Y>X),SvX,T>S,Tv~Y,Wv(T>S),XvS,Z,Z&~W,Z>(~Y>X),~W,~Y>X,~YvT/XvS"	0	1	COM	Thu Oct 29 11:22:41 EDT 2009	Thu Oct 29 11:35:04 EDT 2009	Thu Oct 29 11:35:13 EDT 2009	6.77E+15
