DIRECTION	COURSE_ID	START / GOAL	SOLUTION_ATTEMPT	LEVEL	PARAMETERS NOT SPLIT	TOTAL TIME (SECONDS)	PROBLEM	OVERALL INTERACITON #	TIME IN SECONDS	PRE_STATE	PRE_CONDITION	POST_CONDITION	ADDED EDGE	POST_STATE	ERROR	GOAL	ACTION	START TIME	END TIME	SERVER TIME	STUDENT_ID
B	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	2	1	"pv(T>S),~p/T>S"	3109	5	28974	1	"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/(Wv(T>S))>X,Wv(T>S),(Z&~W)>X,Z&~W,(Z&~Y)>X,Z&~Y,(~Y>X)&(~T>S),~Yv~T,S,T>S,T,X,Xv(YvT),~(YvT),XvS,Z>X,Z,~Y>X,~Y"	T>S	"pv(T>S),~p"	"T>S->pv(T>S),~p,"	"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/(Wv(T>S))>X,Wv(T>S),(Z&~W)>X,Z&~W,(Z&~Y)>X,Z&~Y,(~Y>X)&(~T>S),~Yv~T,S,T>S,T,X,Xv(YvT),~(YvT),XvS,Z>X,Z,pv(T>S),~p,~Y>X,~Y"	0	0	DS	Tue Dec 15 11:55:06 EST 2009	Tue Dec 15 12:46:54 EST 2009	Tue Dec 15 12:46:55 EST 2009	7.28E+13
I	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	2	1	"Wv(T>S),~W/T>S"	3119	5	28975	9	"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/(Wv(T>S))>X,Wv(T>S),(Z&~W)>X,Z&~W,(Z&~Y)>X,Z&~Y,(~Y>X)&(~T>S),~Yv~T,S,T>S,T,X,Xv(YvT),~(YvT),XvS,Z>X,Z,pv(T>S),~p,~Y>X,~Y"	T>S	"Wv(T>S),~W"		"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/(Wv(T>S))>X,Wv(T>S),(Z&~W)>X,Z&~W,(Z&~Y)>X,Z&~Y,(~Y>X)&(~T>S),~Yv~T,S,T>S,T,Wv(T>S),~W,X,Xv(YvT),~(YvT),XvS,Z>X,Z,~Y>X,~Y"	0	0	INST	Tue Dec 15 11:55:06 EST 2009	Tue Dec 15 12:46:56 EST 2009	Tue Dec 15 12:47:05 EST 2009	7.28E+13
B	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	2	1	~W	3140	5	28977	2	"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/(Wv(T>S))>X,Wv(T>S),(Z&~W)>X,Z&~W,(Z&~Y)>X,Z&~Y,(~Y>X)&(~T>S),~Yv~T,S,T>S,T,Wv(T>S),~W,X,Xv(YvT),~(YvT),XvS,Z>X,Z,~Y>X,~Y"	null	null		"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/(Wv(T>S))>X,Wv(T>S),(Z&~W)>X,Z&~W,(Z&~Y)>X,Z&~Y,(~Y>X)&(~T>S),~Yv~T,S,T>S,T,Wv(T>S),~W,X,Xv(YvT),~(YvT),XvS,Z>X,Z,~Y>X,~Y"	0	0	Extr	Tue Dec 15 11:55:06 EST 2009	Tue Dec 15 12:47:24 EST 2009	Tue Dec 15 12:47:26 EST 2009	7.28E+13
B	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	2	1	"pv~W,~p/~W"	3146	5	28978	6	"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/(Wv(T>S))>X,Wv(T>S),(Z&~W)>X,Z&~W,(Z&~Y)>X,Z&~Y,(~Y>X)&(~T>S),~Yv~T,S,T>S,T,Wv(T>S),~W,X,Xv(YvT),~(YvT),XvS,Z>X,Z,~Y>X,~Y"	~W	"pv~W,~p"	"~W->pv~W,~p,"	"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/(Wv(T>S))>X,Wv(T>S),(Z&~W)>X,Z&~W,(Z&~Y)>X,Z&~Y,(~Y>X)&(~T>S),~Yv~T,S,T>S,T,Wv(T>S),~W,X,Xv(YvT),~(YvT),XvS,Z>X,Z,pv~W,~p,~Y>X,~Y"	0	0	DS	Tue Dec 15 11:55:06 EST 2009	Tue Dec 15 12:47:26 EST 2009	Tue Dec 15 12:47:32 EST 2009	7.28E+13
B	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	2	1	pv~W	3155	5	28979	8	"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/(Wv(T>S))>X,Wv(T>S),(Z&~W)>X,Z&~W,(Z&~Y)>X,Z&~Y,(~Y>X)&(~T>S),~Yv~T,S,T>S,T,Wv(T>S),~W,X,Xv(YvT),~(YvT),XvS,Z>X,Z,pv~W,~p,~Y>X,~Y"	null	Delete		"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/(Wv(T>S))>X,Wv(T>S),(Z&~W)>X,Z&~W,(Z&~Y)>X,Z&~Y,(~Y>X)&(~T>S),~Yv~T,S,T>S,T,Wv(T>S),~W,X,Xv(YvT),~(YvT),XvS,Z>X,Z,~Y>X,~Y"	0	0	Del	Tue Dec 15 11:55:06 EST 2009	Tue Dec 15 12:47:33 EST 2009	Tue Dec 15 12:47:41 EST 2009	7.28E+13
B	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	2	1	~p	3155	5	28980	0	"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/(Wv(T>S))>X,Wv(T>S),(Z&~W)>X,Z&~W,(Z&~Y)>X,Z&~Y,(~Y>X)&(~T>S),~Yv~T,S,T>S,T,Wv(T>S),~W,X,Xv(YvT),~(YvT),XvS,Z>X,Z,~Y>X,~Y"	null	Delete		"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/(Wv(T>S))>X,Wv(T>S),(Z&~W)>X,Z&~W,(Z&~Y)>X,Z&~Y,(~Y>X)&(~T>S),~Yv~T,S,T>S,T,Wv(T>S),~W,X,Xv(YvT),~(YvT),XvS,Z>X,Z,~Y>X,~Y"	0	0	Del	Tue Dec 15 11:55:07 EST 2009	Tue Dec 15 12:47:42 EST 2009	Tue Dec 15 12:47:42 EST 2009	7.28E+13
B	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	2	1	p&~W/~W	3169	5	28982	12	"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/(Wv(T>S))>X,Wv(T>S),(Z&~W)>X,Z&~W,(Z&~Y)>X,Z&~Y,(~Y>X)&(~T>S),~Yv~T,S,T>S,T,Wv(T>S),~W,X,Xv(YvT),~(YvT),XvS,Z>X,Z,~Y>X,~Y"	~W	p&~W	"~W->p&~W,"	"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/(Wv(T>S))>X,Wv(T>S),(Z&~W)>X,Z&~W,(Z&~Y)>X,Z&~Y,(~Y>X)&(~T>S),~Yv~T,S,T>S,T,Wv(T>S),~W,X,Xv(YvT),~(YvT),XvS,Z>X,Z,p&~W,~Y>X,~Y"	0	0	SIMP	Tue Dec 15 11:55:07 EST 2009	Tue Dec 15 12:47:44 EST 2009	Tue Dec 15 12:47:56 EST 2009	7.28E+13
I	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	2	1	Z&~W/~W	3181	5	28983	11	"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/(Wv(T>S))>X,Wv(T>S),(Z&~W)>X,Z&~W,(Z&~Y)>X,Z&~Y,(~Y>X)&(~T>S),~Yv~T,S,T>S,T,Wv(T>S),~W,X,Xv(YvT),~(YvT),XvS,Z>X,Z,p&~W,~Y>X,~Y"	~W	Z&~W		"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/(Wv(T>S))>X,Wv(T>S),(Z&~W)>X,Z&~W,(Z&~Y)>X,Z&~Y,(~Y>X)&(~T>S),~Yv~T,S,T>S,T,Wv(T>S),~W,X,Xv(YvT),~(YvT),XvS,Z&~W,Z>X,Z,~Y>X,~Y"	0	0	INST	Tue Dec 15 11:55:07 EST 2009	Tue Dec 15 12:47:57 EST 2009	Tue Dec 15 12:48:08 EST 2009	7.28E+13
I	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	2	1	~~Y	3267	5	28985	77	"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/(Wv(T>S))>X,Wv(T>S),(Z&~W)>X,Z&~W,(Z&~Y)>X,Z&~Y,(~Y>X)&(~T>S),~Yv~T,S,T>S,T,Wv(T>S),~W,X,Xv(YvT),~(YvT),XvS,Z&~W,Z>X,Z,~Y>X,~Y"				"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/(Wv(T>S))>X,Wv(T>S),(Z&~W)>X,Z&~W,(Z&~Y)>X,Z&~Y,(~Y>X)&(~T>S),~Yv~T,S,T>S,T,Wv(T>S),~W,X,Xv(YvT),~(YvT),XvS,Z&~W,Z>X,Z,~Y>X,~Y"	0	0	INST	Tue Dec 15 11:55:07 EST 2009	Tue Dec 15 12:48:17 EST 2009	Tue Dec 15 12:49:34 EST 2009	7.28E+13
I	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	2	1	T	3270	5	28986	3	"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/(Wv(T>S))>X,Wv(T>S),(Z&~W)>X,Z&~W,(Z&~Y)>X,Z&~Y,(~Y>X)&(~T>S),~Yv~T,S,T>S,T,Wv(T>S),~W,X,Xv(YvT),~(YvT),XvS,Z&~W,Z>X,Z,~Y>X,~Y"				"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/(Wv(T>S))>X,Wv(T>S),(Z&~W)>X,Z&~W,(Z&~Y)>X,Z&~Y,(~Y>X)&(~T>S),~Yv~T,S,T>S,T,Wv(T>S),~W,X,Xv(YvT),~(YvT),XvS,Z&~W,Z>X,Z,~Y>X,~Y"	0	0	INST	Tue Dec 15 11:55:07 EST 2009	Tue Dec 15 12:49:34 EST 2009	Tue Dec 15 12:49:37 EST 2009	7.28E+13
I	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	2	1	p>T	3295	5	29012	24	"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/(Wv(T>S))>X,Wv(T>S),(Z&~W)>X,Z&~W,(Z&~Y)>X,Z&~Y,(~Y>X)&(~T>S),~Yv~T,S,T>S,T,Wv(T>S),~W,X,Xv(YvT),~(YvT),XvS,Z&~W,Z>X,Z,~Y>X,~Y"				"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/(Wv(T>S))>X,Wv(T>S),(Z&~W)>X,Z&~W,(Z&~Y)>X,Z&~Y,(~Y>X)&(~T>S),~Yv~T,S,T>S,T,Wv(T>S),~W,X,Xv(YvT),~(YvT),XvS,Z&~W,Z>X,Z,~Y>X,~Y"	0	0	INST	Tue Dec 15 00:23:59 EST 2009	Tue Dec 15 01:18:30 EST 2009	Tue Dec 15 01:18:54 EST 2009	7.28E+13
I	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	2	1	T	3333	5	29013	38	"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/(Wv(T>S))>X,Wv(T>S),(Z&~W)>X,Z&~W,(Z&~Y)>X,Z&~Y,(~Y>X)&(~T>S),~Yv~T,S,T>S,T,Wv(T>S),~W,X,Xv(YvT),~(YvT),XvS,Z&~W,Z>X,Z,~Y>X,~Y"				"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/(Wv(T>S))>X,Wv(T>S),(Z&~W)>X,Z&~W,(Z&~Y)>X,Z&~Y,(~Y>X)&(~T>S),~Yv~T,S,T>S,T,Wv(T>S),~W,X,Xv(YvT),~(YvT),XvS,Z&~W,Z>X,Z,~Y>X,~Y"	0	0	INST	Tue Dec 15 00:23:59 EST 2009	Tue Dec 15 01:18:54 EST 2009	Tue Dec 15 01:19:32 EST 2009	7.28E+13
I	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	2	1	Tvq	3573	5	29014	239	"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/(Wv(T>S))>X,Wv(T>S),(Z&~W)>X,Z&~W,(Z&~Y)>X,Z&~Y,(~Y>X)&(~T>S),~Yv~T,S,T>S,T,Wv(T>S),~W,X,Xv(YvT),~(YvT),XvS,Z&~W,Z>X,Z,~Y>X,~Y"				"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/(Wv(T>S))>X,Wv(T>S),(Z&~W)>X,Z&~W,(Z&~Y)>X,Z&~Y,(~Y>X)&(~T>S),~Yv~T,S,T>S,T,Wv(T>S),~W,X,Xv(YvT),~(YvT),XvS,Z&~W,Z>X,Z,~Y>X,~Y"	0	0	INST	Tue Dec 15 00:23:59 EST 2009	Tue Dec 15 01:19:33 EST 2009	Tue Dec 15 01:23:32 EST 2009	7.28E+13
I	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	2	1	T	3577	5	29015	3	"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/(Wv(T>S))>X,Wv(T>S),(Z&~W)>X,Z&~W,(Z&~Y)>X,Z&~Y,(~Y>X)&(~T>S),~Yv~T,S,T>S,T,Wv(T>S),~W,X,Xv(YvT),~(YvT),XvS,Z&~W,Z>X,Z,~Y>X,~Y"				"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/(Wv(T>S))>X,Wv(T>S),(Z&~W)>X,Z&~W,(Z&~Y)>X,Z&~Y,(~Y>X)&(~T>S),~Yv~T,S,T>S,T,Wv(T>S),~W,X,Xv(YvT),~(YvT),XvS,Z&~W,Z>X,Z,~Y>X,~Y"	0	0	INST	Tue Dec 15 00:23:59 EST 2009	Tue Dec 15 01:23:33 EST 2009	Tue Dec 15 01:23:36 EST 2009	7.28E+13
I	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	3	1	XvS	16	5	29016	16	"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/XvS"	XvS	INST-ERROR		"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/XvS"	51	0	INST	Tue Dec 15 00:23:59 EST 2009	Tue Dec 15 00:23:59 EST 2009	Tue Dec 15 00:24:15 EST 2009	7.28E+13
I	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	3	1	XvS	19	5	29017	3	"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/XvS"				"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/XvS"	0	0	INST	Tue Dec 15 00:23:59 EST 2009	Tue Dec 15 00:24:15 EST 2009	Tue Dec 15 00:24:18 EST 2009	7.28E+13
I	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	3	1	"(p>X)&(r>S),pvr/XvS"	55	5	29018	36	"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/XvS"	XvS	"(p>X)&(r>S),pvr"		"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/(p>X)&(r>S),pvr,XvS"	0	0	INST	Tue Dec 15 00:23:59 EST 2009	Tue Dec 15 00:24:18 EST 2009	Tue Dec 15 00:24:54 EST 2009	7.28E+13
I	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	3	1	(p>X)&(r>S)	63	5	29019	7	"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/(p>X)&(r>S),pvr,XvS"				"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/(p>X)&(r>S),pvr,XvS"	0	0	INST	Tue Dec 15 00:23:59 EST 2009	Tue Dec 15 00:24:55 EST 2009	Tue Dec 15 00:25:02 EST 2009	7.28E+13
I	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	3	1	pvr	63	5	29020	0	"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/(p>X)&(r>S),pvr,XvS"				"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/(p>X)&(r>S),pvr,XvS"	0	0	INST	Tue Dec 15 00:23:59 EST 2009	Tue Dec 15 00:25:02 EST 2009	Tue Dec 15 00:25:02 EST 2009	7.28E+13
I	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	3	1	XvS	66	5	29021	2	"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/(p>X)&(r>S),pvr,XvS"				"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/(p>X)&(r>S),pvr,XvS"	0	0	INST	Tue Dec 15 00:23:59 EST 2009	Tue Dec 15 00:25:03 EST 2009	Tue Dec 15 00:25:05 EST 2009	7.28E+13
I	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	3	1	"(p>X)&(r>S),pvr/XvS"	91	5	29022	25	"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/(p>X)&(r>S),pvr,XvS"	XvS	"(p>X)&(r>S),pvr"		"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/(p>X)&(r>S),pvr,XvS"	0	0	INST	Tue Dec 15 00:23:59 EST 2009	Tue Dec 15 00:25:05 EST 2009	Tue Dec 15 00:25:30 EST 2009	7.28E+13
I	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	3	1	(p>X)&(r>S)	115	5	29023	23	"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/(p>X)&(r>S),pvr,XvS"				"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/(p>X)&(r>S),pvr,XvS"	0	0	INST	Tue Dec 15 00:23:59 EST 2009	Tue Dec 15 00:25:31 EST 2009	Tue Dec 15 00:25:54 EST 2009	7.28E+13
I	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	3	1	pvr	115	5	29024	0	"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/(p>X)&(r>S),pvr,XvS"				"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/(p>X)&(r>S),pvr,XvS"	0	0	INST	Tue Dec 15 00:24:00 EST 2009	Tue Dec 15 00:25:55 EST 2009	Tue Dec 15 00:25:55 EST 2009	7.28E+13
I	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	3	1	XvS	125	5	29025	10	"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/(p>X)&(r>S),pvr,XvS"				"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/(p>X)&(r>S),pvr,XvS"	0	0	INST	Tue Dec 15 00:24:00 EST 2009	Tue Dec 15 00:25:55 EST 2009	Tue Dec 15 00:26:05 EST 2009	7.28E+13
I	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	3	1	X/XvS	157	5	29026	32	"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/(p>X)&(r>S),pvr,XvS"	XvS	X		"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/X,XvS"	0	0	INST	Tue Dec 15 00:24:00 EST 2009	Tue Dec 15 00:26:05 EST 2009	Tue Dec 15 00:26:37 EST 2009	7.28E+13
I	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	3	1	X	164	5	29027	6	"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/X,XvS"				"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/X,XvS"	0	0	INST	Tue Dec 15 00:24:00 EST 2009	Tue Dec 15 00:26:38 EST 2009	Tue Dec 15 00:26:44 EST 2009	7.28E+13
I	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	3	1	XvS	168	5	29028	3	"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/X,XvS"				"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/X,XvS"	0	0	INST	Tue Dec 15 00:24:00 EST 2009	Tue Dec 15 00:26:45 EST 2009	Tue Dec 15 00:26:48 EST 2009	7.28E+13
I	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	3	1	S/XvS	170	5	29029	1	"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/X,XvS"	XvS	S		"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/S,X,XvS"	0	0	INST	Tue Dec 15 00:24:00 EST 2009	Tue Dec 15 00:26:49 EST 2009	Tue Dec 15 00:26:50 EST 2009	7.28E+13
I	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	3	1	S	183	5	29030	13	"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/S,X,XvS"				"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/S,X,XvS"	0	0	INST	Tue Dec 15 00:24:00 EST 2009	Tue Dec 15 00:26:50 EST 2009	Tue Dec 15 00:27:03 EST 2009	7.28E+13
I	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	3	1	"p>S,p/S"	188	5	29031	4	"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/S,X,XvS"	S	"p>S,p"		"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/S,X,XvS,p>S,p"	0	0	INST	Tue Dec 15 00:24:00 EST 2009	Tue Dec 15 00:27:04 EST 2009	Tue Dec 15 00:27:08 EST 2009	7.28E+13
I	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	3	1	"T>S,T/S"	198	5	29032	9	"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/S,X,XvS,p>S,p"	S	"T>S,T"		"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/S,T>S,T,X,XvS"	0	0	INST	Tue Dec 15 00:24:00 EST 2009	Tue Dec 15 00:27:09 EST 2009	Tue Dec 15 00:27:18 EST 2009	7.28E+13
B	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	3	1	T>S	222	5	29034	2	"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/S,T>S,T,X,XvS"	null	null		"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/S,T>S,T,X,XvS"	0	0	Extr	Tue Dec 15 00:24:00 EST 2009	Tue Dec 15 00:27:40 EST 2009	Tue Dec 15 00:27:42 EST 2009	7.28E+13
B	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	3	1	"(T>S)vq,~q/T>S"	238	5	29035	15	"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/S,T>S,T,X,XvS"	T>S	"(T>S)vq,~q"	"T>S->(T>S)vq,~q,"	"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/(T>S)vq,~q,S,T>S,T,X,XvS"	0	0	DS	Tue Dec 15 00:24:00 EST 2009	Tue Dec 15 00:27:43 EST 2009	Tue Dec 15 00:27:58 EST 2009	7.28E+13
B	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	3	1	(T>S)vq	245	5	29036	6	"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/(T>S)vq,~q,S,T>S,T,X,XvS"	null	Delete		"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/S,T>S,T,X,XvS"	0	0	Del	Tue Dec 15 00:24:00 EST 2009	Tue Dec 15 00:27:59 EST 2009	Tue Dec 15 00:28:05 EST 2009	7.28E+13
B	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	3	1	~q	245	5	29037	0	"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/S,T>S,T,X,XvS"	null	Delete		"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/S,T>S,T,X,XvS"	0	0	Del	Tue Dec 15 00:32:39 EST 2009	Tue Dec 15 00:36:44 EST 2009	Tue Dec 15 00:36:44 EST 2009	7.28E+13
B	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	3	1	"pv(T>S),~p/T>S"	250	5	29039	2	"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/S,T>S,T,X,XvS"	T>S	"pv(T>S),~p"	"T>S->pv(T>S),~p,"	"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/S,T>S,T,X,XvS,pv(T>S),~p"	0	0	DS	Tue Dec 15 00:32:39 EST 2009	Tue Dec 15 00:36:47 EST 2009	Tue Dec 15 00:36:49 EST 2009	7.28E+13
I	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	3	1	"Wv(T>S),~W/T>S"	260	5	29040	10	"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/S,T>S,T,X,XvS,pv(T>S),~p"	T>S	"Wv(T>S),~W"		"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/S,T>S,T,Wv(T>S),~W,X,XvS"	0	0	INST	Tue Dec 15 00:32:39 EST 2009	Tue Dec 15 00:36:49 EST 2009	Tue Dec 15 00:36:59 EST 2009	7.28E+13
B	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	3	1	~W	348	5	29042	2	"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/S,T>S,T,Wv(T>S),~W,X,XvS"	null	null		"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/S,T>S,T,Wv(T>S),~W,X,XvS"	0	0	Extr	Tue Dec 15 00:32:39 EST 2009	Tue Dec 15 00:38:25 EST 2009	Tue Dec 15 00:38:27 EST 2009	7.28E+13
B	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	3	1	"pv~W,~p/~W"	358	5	29043	10	"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/S,T>S,T,Wv(T>S),~W,X,XvS"	~W	"pv~W,~p"	"~W->pv~W,~p,"	"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/S,T>S,T,Wv(T>S),~W,X,XvS,pv~W,~p"	0	0	DS	Tue Dec 15 00:32:39 EST 2009	Tue Dec 15 00:38:27 EST 2009	Tue Dec 15 00:38:37 EST 2009	7.28E+13
I	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	3	1	"Zv~W,~Z/~W"	372	5	29044	13	"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/S,T>S,T,Wv(T>S),~W,X,XvS,pv~W,~p"	~W	"Zv~W,~Z"		"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/S,T>S,T,Wv(T>S),~W,X,XvS,Zv~W,~Z"	0	0	INST	Tue Dec 15 00:32:39 EST 2009	Tue Dec 15 00:38:38 EST 2009	Tue Dec 15 00:38:51 EST 2009	7.28E+13
B	Croy_Fall_2009	"Z>(~Y>X),Z&~W,Wv(T>S),~YvT/XvS"	3	1	Zv~W	380	5	29045	8	"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/S,T>S,T,Wv(T>S),~W,X,XvS,Zv~W,~Z"	null	Delete		"Wv(T>S),Z&~W,Z>(~Y>X),~YvT/S,T>S,T,Wv(T>S),~W,X,XvS,Zv~W,~Z"	0	0	Del	Tue Dec 15 00:32:39 EST 2009	Tue Dec 15 00:38:51 EST 2009	Tue Dec 15 00:38:59 EST 2009	7.28E+13
